word,pos,chunk,pnp,rol,lemma
Geometrical,JJ,B-NP,O,O,geometrical
optics,NNS,I-NP,O,O,optic
Ray,NNP,B-NP,O,NP-SBJ-1,ray
tracing,VBG,B-VP,O,VP-1,trace
Integrated,NNP,B-NP,O,O,integrated
optics,NNS,I-NP,O,O,optic
Light,NN,B-NP,O,O,light
sources,NNS,I-NP,O,O,source
Electroluminescent,NN,B-NP,O,O,electroluminescent
devices,NNS,I-NP,O,O,device
Fast,NNP,B-NP,O,O,fast
light,NN,I-NP,O,O,light
Luminescent,JJ,B-NP,O,O,luminescent
devices,NNS,I-NP,O,O,device
Phosphors,NNS,B-NP,O,O,phosphor
Slow,JJ,B-NP,O,O,slow
light,NN,I-NP,O,O,light
Stray,JJ,B-NP,O,O,stray
light,NN,I-NP,O,O,light
Superluminescent,NN,B-NP,O,NP-SBJ-1,superluminescent
diodes,VBZ,B-VP,O,VP-1,diode
Ultraviolet,NN,B-NP,O,O,ultraviolet
sources,NNS,I-NP,O,O,source
Luminescence,NN,B-NP,O,O,luminescence
Bioluminescence,IN,B-PP,O,O,bioluminescence
Electroluminescence,NN,B-NP,O,O,electroluminescence
Fluorescence,NN,B-NP,O,O,fluorescence
Phosphorescence,NN,B-NP,O,O,phosphorescence
Photoluminescence,NN,B-NP,O,O,photoluminescence
Thermoluminescence,IN,B-PP,O,O,thermoluminescence
Microoptics,NNS,B-NP,O,O,microoptic
Micromirrors,NNS,B-NP,O,O,micromirror
Nonlinear,JJ,B-NP,O,O,nonlinear
optics,NNS,I-NP,O,O,optic
Fiber,NNP,B-NP,O,O,fiber
nonlinear,JJ,I-NP,O,O,nonlinear
optics,NNS,I-NP,O,O,optic
Nonlinear,JJ,B-NP,O,O,nonlinear
optical,JJ,I-NP,O,O,optical
devices,NNS,I-NP,O,O,device
Optical,NNP,B-NP,O,NP-SBJ-1,optical
mixing,VBG,B-VP,O,VP-1,mix
Optical,NNP,B-NP,O,O,optical
saturation,NN,I-NP,O,O,saturation
Photorefractive,JJ,B-NP,O,O,photorefractive
effect,NN,I-NP,O,O,effect
Raman,NN,B-NP,O,NP-SBJ-1,raman
scattering,VBG,B-VP,O,VP-1,scatter
Supercontinuum,NNP,B-NP,O,O,supercontinuum
generation,NN,I-NP,O,O,generation
Optical,NNP,B-NP,O,O,optical
amplifiers,NNS,I-NP,O,O,amplifier
Doped,JJ,B-NP,O,O,doped
fiber,NN,I-NP,O,O,fiber
amplifiers,NNS,I-NP,O,O,amplifier
Erbium-doped,JJ,B-NP,O,O,erbium-doped
fiber,NN,I-NP,O,O,fiber
amplifiers,NNS,I-NP,O,O,amplifier
Semiconductor,NNP,B-NP,O,O,semiconductor
optical,JJ,I-NP,O,O,optical
amplifiers,NNS,I-NP,O,O,amplifier
Optical,NNP,B-NP,O,O,optical
crosstalk,NN,I-NP,O,O,crosstalk
Optical,NNP,B-NP,O,O,optical
design,NN,I-NP,O,O,design
Optical,NNP,B-NP,O,O,optical
design,NN,I-NP,O,O,design
techniques,NNS,I-NP,O,O,technique
Optical,NNP,B-NP,O,O,optical
devices,NNS,I-NP,O,O,device
Bragg,NNP,B-NP,O,O,bragg
gratings,NNS,I-NP,O,O,grating
Collimators,NNS,B-NP,O,O,collimator
Displays,NNS,B-NP,O,O,display
Holographic,JJ,B-NP,O,O,holographic
optical,JJ,I-NP,O,O,optical
components,NNS,I-NP,O,O,component
Lenses,NNS,B-NP,O,O,lense
Light,NN,B-NP,O,O,light
deflectors,NNS,I-NP,O,O,deflector
Lighting,NNP,B-NP,O,O,lighting
Luminescent,JJ,B-NP,O,O,luminescent
devices,NNS,I-NP,O,O,device
Mirrors,VBZ,B-VP,O,O,mirror
Optical,NNP,B-NP,O,O,optical
arrays,NNS,I-NP,O,O,array
Optical,NNP,B-NP,O,O,optical
attenuators,NNS,I-NP,O,O,attenuator
Optical,NNP,B-NP,O,O,optical
collimators,NNS,I-NP,O,O,collimator
Optical,NNP,B-NP,O,O,optical
device,NN,I-NP,O,O,device
fabrication,NN,I-NP,O,O,fabrication
Optical,NNP,B-NP,O,O,optical
filters,NNS,I-NP,O,O,filter
Optical,NNP,B-NP,O,O,optical
resonators,NNS,I-NP,O,O,resonator
Optical,NNP,B-NP,O,O,optical
sensors,NNS,I-NP,O,O,sensor
Thermooptical,JJ,B-NP,O,O,thermooptical
devices,NNS,I-NP,O,O,device
Optical,NNP,B-NP,O,O,optical
distortion,NN,I-NP,O,O,distortion
Optical,NNP,B-NP,O,O,optical
fiber,NN,I-NP,O,O,fiber
applications,NNS,I-NP,O,O,application
Optical,NNP,B-NP,O,O,optical
fiber,NN,I-NP,O,O,fiber
devices,NNS,I-NP,O,O,device
Optical,NNP,B-NP,O,O,optical
harmonic,JJ,I-NP,O,O,harmonic
generation,NN,I-NP,O,O,generation
Optical,NNP,B-NP,O,O,optical
losses,NNS,I-NP,O,O,loss
Optical,NNP,B-NP,O,O,optical
microscopy,NN,I-NP,O,O,microscopy
Optical,NNP,B-NP,O,NP-SBJ-1,optical
mixing,VBG,B-VP,O,VP-1,mix
Multiwave,NN,B-NP,O,NP-SBJ-1,multiwave
mixing,VBG,B-VP,O,VP-1,mix
Optical,NNP,B-NP,O,O,optical
polarization,NN,I-NP,O,O,polarization
Polarization,NN,B-NP,O,NP-SBJ-1,polarization
shift,NN,I-NP,O,NP-SBJ-1,shift
keying,VBG,B-VP,O,VP-1,key
Stokes,VBZ,B-VP,O,VP-1,stoke
parameters,NNS,B-NP,O,NP-OBJ-1,parameter
Optical,NNP,B-NP,O,O,optical
pulses,NNS,I-NP,O,O,pulse
Optical,NNP,B-NP,O,O,optical
retarders,NNS,I-NP,O,O,retarder
Optical,NNP,B-NP,O,O,optical
saturation,NN,I-NP,O,O,saturation
Optical,NNP,B-NP,O,O,optical
solitons,NNS,I-NP,O,O,soliton
Optical,NNP,B-NP,O,NP-SBJ-1,optical
tuning,VBG,B-VP,O,VP-1,tune
Particle,NN,B-NP,O,O,particle
beam,NN,I-NP,O,O,beam
optics,NNS,I-NP,O,O,optic
Atom,NN,B-NP,O,O,atom
optics,NNS,I-NP,O,O,optic
Electron,NNP,B-NP,O,O,electron
optics,NNS,I-NP,O,O,optic
Stimulated,VBN,B-VP,O,VP-1,stimulate
emission,NN,B-NP,O,NP-OBJ-1,emission
Photoluminescence,NN,B-NP,O,O,photoluminescence
Physical,JJ,B-NP,O,O,physical
optics,NNS,I-NP,O,O,optic
Optical,NNP,B-NP,O,O,optical
refraction,NN,I-NP,O,O,refraction
Optical,NNP,B-NP,O,O,optical
vortices,NNS,I-NP,O,O,vortice
Ray,NNP,B-NP,O,NP-SBJ-1,ray
tracing,VBG,B-VP,O,VP-1,trace
Stray,JJ,B-NP,O,O,stray
light,NN,I-NP,O,O,light
Ultrafast,JJ,B-NP,O,O,ultrafast
optics,NNS,I-NP,O,O,optic
Whispering,VBG,B-VP,O,VP-1,whisper
gallery,NN,B-NP,O,NP-OBJ-1,gallery
modes,NNS,I-NP,O,NP-OBJ-1,mode
Optoelectronic,JJ,B-NP,O,O,optoelectronic
devices,NNS,I-NP,O,O,device
Charge-coupled,JJ,B-NP,O,O,charge-coupled
image,NN,I-NP,O,O,image
sensors,NNS,I-NP,O,O,sensor
Integrated,NNP,B-NP,O,O,integrated
optoelectronics,NNS,I-NP,O,O,optoelectronic
Light,NN,B-NP,O,NP-SBJ-1,light
emitting,VBG,B-VP,O,VP-1,emit
diodes,NNS,B-NP,O,NP-OBJ-1,diode
Inorganic,JJ,B-NP,O,NP-SBJ-1,inorganic
light,NN,I-NP,O,NP-SBJ-1,light
emitting,VBG,B-VP,O,VP-1,emit
diodes,NNS,B-NP,O,NP-OBJ-1,diode
LED,VBN,B-VP,O,VP-1,lead
lamps,NNS,B-NP,O,NP-OBJ-1,lamp
Organic,NNP,B-NP,O,NP-SBJ-1,organic
light,NN,I-NP,O,NP-SBJ-1,light
emitting,VBG,B-VP,O,VP-1,emit
diodes,NNS,B-NP,O,NP-OBJ-1,diode
Superluminescent,NN,B-NP,O,NP-SBJ-1,superluminescent
diodes,VBZ,B-VP,O,VP-1,diode
Photoconducting,VBG,B-VP,O,VP-1,photoconduct
devices,NNS,B-NP,O,NP-OBJ-1,device
Electrophotography,NN,B-NP,O,O,electrophotography
Photodetectors,NNS,B-NP,O,O,photodetector
Photodiodes,NNS,B-NP,O,O,photodiode
Phototransistors,NNS,B-NP,O,O,phototransistor
Superconducting,VBG,B-VP,O,VP-1,superconduct
photodetectors,NNS,B-NP,O,NP-OBJ-1,photodetector
Superluminescent,NN,B-NP,O,NP-SBJ-1,superluminescent
diodes,VBZ,B-VP,O,VP-1,diode
Photonics,NNP,B-NP,O,O,photonics
Biophotonics,NNS,B-NP,O,O,biophotonic
Microwave,NNP,B-NP,O,O,microwave
photonics,NNS,I-NP,O,O,photonic
Nanophotonics,NNS,B-NP,O,O,nanophotonic
Photochromism,NN,B-NP,O,O,photochromism
Photothermal,JJ,B-NP,O,O,photothermal
effects,NNS,I-NP,O,O,effect
Silicon,NNP,B-NP,O,O,silicon
photonics,NNS,I-NP,O,O,photonic
Spontaneous,JJ,B-NP,O,O,spontaneous
emission,NN,I-NP,O,O,emission
Radiative,JJ,B-NP,O,O,radiative
recombination,NN,I-NP,O,O,recombination
Magnetics,NNPS,B-NP,O,O,magnetics
Biomagnetics,NNS,B-NP,O,O,biomagnetic
Magnetoencephalography,NNP,B-NP,O,O,magnetoencephalography
Demagnetization,NNP,B-NP,O,O,demagnetization
Gyromagnetism,NNP,B-NP,O,O,gyromagnetism
Magnetic,JJ,B-NP,O,O,magnetic
analysis,NN,I-NP,O,O,analysis
Magnetization,NNP,B-NP,O,O,magnetization
Magnetic,JJ,B-NP,O,O,magnetic
anisotropy,NN,I-NP,O,O,anisotropy
Magnetic,JJ,B-NP,O,O,magnetic
domain,NN,I-NP,O,O,domain
walls,NNS,I-NP,O,O,wall
Magnetic,JJ,B-NP,O,O,magnetic
domains,NNS,I-NP,O,O,domain
Magnetic,JJ,B-NP,O,O,magnetic
moments,NNS,I-NP,O,O,moment
Perpendicular,JJ,B-NP,O,O,perpendicular
magnetic,JJ,I-NP,O,O,magnetic
anisotropy,NN,I-NP,O,O,anisotropy
Magnetic,JJ,B-NP,O,O,magnetic
devices,NNS,I-NP,O,O,device
Accelerator,NN,B-NP,O,O,accelerator
magnets,NNS,I-NP,O,O,magnet
Ferrite,NNP,B-NP,O,O,ferrite
devices,NNS,I-NP,O,O,device
Circulators,NNS,B-NP,O,O,circulator
Magnetic,JJ,B-NP,O,O,magnetic
cores,NNS,I-NP,O,O,core
Transformer,NN,B-NP,O,O,transformer
cores,NNS,I-NP,O,O,core
Magnetic,JJ,B-NP,O,O,magnetic
heads,NNS,I-NP,O,O,head
Magnetic,JJ,B-NP,O,O,magnetic
memory,NN,I-NP,O,O,memory
Floppy,JJ,B-NP,O,O,floppy
disks,NNS,I-NP,O,O,disk
Hard,NNP,B-NP,O,O,hard
disks,NNS,I-NP,O,O,disk
Magnetic,JJ,B-NP,O,O,magnetic
modulators,NNS,I-NP,O,O,modulator
Magnetooptic,JJ,B-NP,O,O,magnetooptic
devices,NNS,I-NP,O,O,device
Magnetoresistive,JJ,B-NP,O,O,magnetoresistive
devices,NNS,I-NP,O,O,device
Magnetostrictive,JJ,B-NP,O,O,magnetostrictive
devices,NNS,I-NP,O,O,device
Solenoids,NNS,B-NP,O,O,solenoid
Transformer,NN,B-NP,O,O,transformer
cores,NNS,I-NP,O,O,core
Undulators,NNS,B-NP,O,O,undulator
Magnetic,JJ,B-NP,O,O,magnetic
fields,NNS,I-NP,O,O,field
Geomagnetism,NNP,B-NP,O,O,geomagnetism
Magnetic,JJ,B-NP,O,O,magnetic
reconnection,NN,I-NP,O,O,reconnection
Magnetic,JJ,B-NP,O,O,magnetic
separation,NN,I-NP,O,O,separation
Magnetostatics,NNS,B-NP,O,O,magnetostatic
Toroidal,JJ,B-NP,O,O,toroidal
magnetic,JJ,I-NP,O,O,magnetic
fields,NNS,I-NP,O,O,field
Magnetic,JJ,B-NP,O,O,magnetic
flux,NN,I-NP,O,O,flux
Flux,NN,B-NP,O,NP-SBJ-1,flux
pinning,VBG,B-VP,O,VP-1,pin
Magnetic,JJ,B-NP,O,O,magnetic
flux,NN,I-NP,O,O,flux
density,NN,I-NP,O,O,density
Magnetic,JJ,B-NP,O,O,magnetic
flux,NN,I-NP,O,O,flux
leakage,NN,I-NP,O,O,leakage
Magnetic,JJ,B-NP,O,O,magnetic
force,NN,I-NP,O,O,force
microscopy,NN,I-NP,O,O,microscopy
Magnetic,JJ,B-NP,O,O,magnetic
forces,NNS,I-NP,O,O,force
Coercive,JJ,B-NP,O,O,coercive
force,NN,I-NP,O,O,force
Magnetic,JJ,B-NP,O,O,magnetic
hysteresis,NN,I-NP,O,O,hysteresis
Magnetic,JJ,B-NP,O,O,magnetic
levitation,NN,I-NP,O,O,levitation
Magnetic,JJ,B-NP,O,O,magnetic
losses,NNS,I-NP,O,O,loss
Magnetic,JJ,B-NP,O,O,magnetic
materials,NNS,I-NP,O,O,material
Amorphous,JJ,B-NP,O,O,amorphous
magnetic,JJ,I-NP,O,O,magnetic
materials,NNS,I-NP,O,O,material
Antiferromagnetic,JJ,B-NP,O,O,antiferromagnetic
materials,NNS,I-NP,O,O,material
Diamagnetic,JJ,B-NP,O,O,diamagnetic
materials,NNS,I-NP,O,O,material
Ferrimagnetic,JJ,B-NP,O,O,ferrimagnetic
films,NNS,I-NP,O,O,film
Ferrite,NNP,B-NP,O,O,ferrite
films,NNS,I-NP,O,O,film
Garnet,NN,B-NP,O,O,garnet
films,NNS,I-NP,O,O,film
Ferrimagnetic,JJ,B-NP,O,O,ferrimagnetic
materials,NNS,I-NP,O,O,material
Ferrimagnetic,JJ,B-NP,O,O,ferrimagnetic
films,NNS,I-NP,O,O,film
Ferrite,NNP,B-NP,O,O,ferrite
films,NNS,I-NP,O,O,film
Ferrites,NNP,B-NP,O,O,ferrites
Garnet,NN,B-NP,O,O,garnet
films,NNS,I-NP,O,O,film
Garnets,NNS,B-NP,O,O,garnet
Ferrite,NNP,B-NP,O,O,ferrite
films,NNS,I-NP,O,O,film
Ferrites,NNP,B-NP,O,O,ferrites
Ferrite,NNP,B-NP,O,O,ferrite
films,NNS,I-NP,O,O,film
Garnet,NN,B-NP,O,O,garnet
films,NNS,I-NP,O,O,film
Garnets,NNS,B-NP,O,O,garnet
Garnet,NN,B-NP,O,O,garnet
films,NNS,I-NP,O,O,film
Magnetic,JJ,B-NP,O,O,magnetic
films,NNS,I-NP,O,O,film
Ferrimagnetic,JJ,B-NP,O,O,ferrimagnetic
films,NNS,I-NP,O,O,film
Ferrite,NNP,B-NP,O,O,ferrite
films,NNS,I-NP,O,O,film
Garnet,NN,B-NP,O,O,garnet
films,NNS,I-NP,O,O,film
Magnetic,JJ,B-NP,O,O,magnetic
liquids,NNS,I-NP,O,O,liquid
Magnetic,JJ,B-NP,O,O,magnetic
semiconductors,NNS,I-NP,O,O,semiconductor
Magnetic,JJ,B-NP,O,O,magnetic
superlattices,NNS,I-NP,O,O,superlattice
Paramagnetic,JJ,B-NP,O,O,paramagnetic
materials,NNS,I-NP,O,O,material
Soft,JJ,B-NP,O,O,soft
magnetic,JJ,I-NP,O,O,magnetic
materials,NNS,I-NP,O,O,material
Magnetic,JJ,B-NP,O,O,magnetic
multilayers,NNS,I-NP,O,O,multilayer
Magnetic,JJ,B-NP,O,O,magnetic
particles,NNS,I-NP,O,O,particle
Magnetic,JJ,B-NP,O,O,magnetic
properties,NNS,I-NP,O,O,property
Magnetic,JJ,B-NP,O,O,magnetic
sensors,NNS,I-NP,O,O,sensor
Spin,NNP,B-NP,O,O,spin
valves,NNS,I-NP,O,O,valf
Magnetic,JJ,B-NP,O,O,magnetic
susceptibility,NN,I-NP,O,O,susceptibility
Magnetic,JJ,B-NP,O,O,magnetic
switching,NN,I-NP,O,O,switching
Magnetization,NN,B-NP,O,NP-SBJ-1,magnetization
processes,VBZ,B-VP,O,VP-1,process
Magnetization,NN,B-NP,O,O,magnetization
reversal,NN,I-NP,O,O,reversal
Saturation,NN,B-NP,O,O,saturation
magnetization,NN,I-NP,O,O,magnetization
Magnetoacoustic,JJ,B-NP,O,O,magnetoacoustic
effects,NNS,I-NP,O,O,effect
Magnetoelectric,JJ,B-NP,O,O,magnetoelectric
effects,NNS,I-NP,O,O,effect
Hall,NNP,B-NP,O,O,hall
effect,NN,I-NP,O,O,effect
Magnetic,JJ,B-NP,O,O,magnetic
tunneling,NN,I-NP,O,O,tunneling
Magnetoelectronics,NNS,B-NP,O,O,magnetoelectronic
Spin,NNP,B-NP,O,NP-SBJ-1,spin
polarized,VBN,B-VP,O,VP-1,polarize
transport,NN,B-NP,O,NP-OBJ-1,transport
Magnetoresistance,NNP,B-NP,O,O,magnetoresistance
Anisotropic,NN,B-NP,O,O,anisotropic
magnetoresistance,NN,I-NP,O,O,magnetoresistance
Ballistic,NNP,B-NP,O,O,ballistic
magnetoresistance,NN,I-NP,O,O,magnetoresistance
Colossal,JJ,B-NP,O,O,colossal
magnetoresistance,NN,I-NP,O,O,magnetoresistance
Enhanced,NNP,B-NP,O,O,enhanced
magnetoresistance,NN,I-NP,O,O,magnetoresistance
Extraordinary,JJ,B-NP,O,O,extraordinary
magnetoresistance,NN,I-NP,O,O,magnetoresistance
Giant,NN,B-NP,O,O,giant
magnetoresistance,NN,I-NP,O,O,magnetoresistance
Ordinary,JJ,B-NP,O,O,ordinary
magnetoresistance,NN,I-NP,O,O,magnetoresistance
Tunneling,VBG,B-VP,O,VP-1,tunnele
magnetoresistance,NN,B-NP,O,NP-OBJ-1,magnetoresistance
Spintronics,NNS,B-NP,O,O,spintronic
Magnetomechanical,JJ,B-NP,O,O,magnetomechanical
effects,NNS,I-NP,O,O,effect
Magnetic,JJ,B-NP,O,O,magnetic
field,NN,I-NP,O,O,field
induced,JJ,B-NP,O,O,induced
strain,NN,I-NP,O,O,strain
Magnetoelasticity,NNP,B-NP,O,O,magnetoelasticity
Magnetostriction,NNP,B-NP,O,O,magnetostriction
Magnetostriction,NNP,B-NP,O,O,magnetostriction
Magnetooptic,JJ,B-NP,O,O,magnetooptic
effects,NNS,I-NP,O,O,effect
Faraday,NNP,B-NP,O,O,faraday
effect,NN,I-NP,O,O,effect
Gyrotropism,NNP,B-NP,O,O,gyrotropism
Magnets,NNS,B-NP,O,O,magnet
Electromagnets,NNS,B-NP,O,O,electromagnet
Superconducting,VBG,B-VP,O,VP-1,superconduct
magnets,NNS,B-NP,O,NP-OBJ-1,magnet
Micromagnetics,NNS,B-NP,O,O,micromagnetic
Permanent,JJ,B-NP,O,O,permanent
magnets,NNS,I-NP,O,O,magnet
Magnonics,NNS,B-NP,O,O,magnonic
Microwave,NNP,B-NP,O,O,microwave
magnetics,NNS,I-NP,O,O,magnetic
Nonlinear,JJ,B-NP,O,O,nonlinear
magnetics,NNS,I-NP,O,O,magnetic
Remanence,NN,B-NP,O,O,remanence
Materials,NNPS,B-NP,O,O,materials
",",",",O,O,O,","
elements,NNS,B-NP,O,O,element
",",",",O,O,O,","
and,CC,O,O,O,and
compounds,NNS,B-NP,O,O,compound
Chemical,NNP,B-NP,O,O,chemical
elements,NNS,I-NP,O,O,element
Actinium,NN,B-NP,O,O,actinium
Aluminum,NN,B-NP,O,O,aluminum
Aluminum,NNP,B-NP,O,O,aluminum
alloys,NNS,I-NP,O,O,alloy
Aluminum,NN,B-NP,O,O,aluminum
compounds,NNS,I-NP,O,O,compound
Americium,NN,B-NP,O,O,americium
Antimony,NNP,B-NP,O,O,antimony
Arsenic,NN,B-NP,O,O,arsenic
Arsenic,NN,B-NP,O,O,arsenic
compounds,NNS,I-NP,O,O,compound
Astatine,NN,B-NP,O,O,astatine
Berkelium,NN,B-NP,O,O,berkelium
Beryllium,NN,B-NP,O,O,beryllium
Boron,NNP,B-NP,O,O,boron
Boron,NNP,B-NP,O,O,boron
alloys,NNS,I-NP,O,O,alloy
Bromine,NNP,B-NP,O,O,bromine
Bromine,NNP,B-NP,O,O,bromine
compounds,NNS,I-NP,O,O,compound
Californium,NN,B-NP,O,O,californium
Carbon,NNP,B-NP,O,O,carbon
Cerium,NN,B-NP,O,O,cerium
Cesium,NN,B-NP,O,O,cesium
Chlorine,NN,B-NP,O,O,chlorine
Chlorine,NN,B-NP,O,O,chlorine
compounds,NNS,I-NP,O,O,compound
Curium,NN,B-NP,O,O,curium
Darmstadtium,NN,B-NP,O,O,darmstadtium
Dysprosium,NN,B-NP,O,O,dysprosium
Europium,NN,B-NP,O,O,europium
Dysprosium,NN,B-NP,O,O,dysprosium
compounds,NNS,I-NP,O,O,compound
Fluorine,NN,B-NP,O,O,fluorine
Fluorine,NN,B-NP,O,O,fluorine
compounds,NNS,I-NP,O,O,compound
Francium,NN,B-NP,O,O,francium
Gadolinium,NN,B-NP,O,O,gadolinium
Gadolinium,NN,B-NP,O,O,gadolinium
oxide,NN,I-NP,O,O,oxide
Hafnium,NN,B-NP,O,O,hafnium
Hafnium,NN,B-NP,O,O,hafnium
compounds,NNS,I-NP,O,O,compound
Helium,NN,B-NP,O,O,helium
Holmium,NN,B-NP,O,O,holmium
Hydrogen,NN,B-NP,O,O,hydrogen
Deuterium,NN,B-NP,O,O,deuterium
Iodine,NN,B-NP,O,O,iodine
Iodine,NN,B-NP,O,O,iodine
compounds,NNS,I-NP,O,O,compound
Iridium,NN,B-NP,O,O,iridium
Isotopes,NNS,B-NP,O,O,isotope
Krypton,NNP,B-NP,O,O,krypton
Lutetium,NN,B-NP,O,O,lutetium
Mercury,NNP,B-NP,O,O,mercury
(,(,O,O,O,(
metals,NNS,B-NP,O,O,metal
),),O,O,O,)
Molybdenum,NNP,B-NP,O,O,molybdenum
Neon,NNP,B-NP,O,O,neon
Neptunium,NN,B-NP,O,O,neptunium
Nitrogen,NN,B-NP,O,O,nitrogen
Silicon,NNP,B-NP,O,O,silicon
nitride,RB,B-ADVP,O,O,nitride
Osmium,NN,B-NP,O,O,osmium
Oxygen,NN,B-NP,O,O,oxygen
Phosphorus,NN,B-NP,O,O,phosphorus
Plutonium,NN,B-NP,O,O,plutonium
Polonium,NN,B-NP,O,O,polonium
Potassium,NN,B-NP,O,O,potassium
Praseodymium,NN,B-NP,O,O,praseodymium
Promethium,NN,B-NP,O,O,promethium
Protactinium,NN,B-NP,O,O,protactinium
Radium,NN,B-NP,O,O,radium
Radon,NN,B-NP,O,O,radon
Rhenium,NN,B-NP,O,O,rhenium
Rhodium,NN,B-NP,O,O,rhodium
Roentgenium,NN,B-NP,O,O,roentgenium
Rubidium,NN,B-NP,O,O,rubidium
Ruthenium,NN,B-NP,O,O,ruthenium
Scandium,NN,B-NP,O,O,scandium
Selenium,NN,B-NP,O,O,selenium
Sodium,NN,B-NP,O,O,sodium
Sulfur,NN,B-NP,O,O,sulfur
Tantalum,NN,B-NP,O,O,tantalum
Technetium,NN,B-NP,O,O,technetium
Tellurium,NN,B-NP,O,O,tellurium
Terbium,NN,B-NP,O,O,terbium
Thallium,NN,B-NP,O,O,thallium
Thorium,NN,B-NP,O,O,thorium
Thulium,NN,B-NP,O,O,thulium
Titanium,NNP,B-NP,O,O,titanium
Titanium,NNP,B-NP,O,O,titanium
alloys,NNS,I-NP,O,O,alloy
Titanium,NNP,B-NP,O,O,titanium
compounds,NNS,I-NP,O,O,compound
Titanium,NNP,B-NP,O,O,titanium
nitride,RB,B-ADVP,O,O,nitride
Uranium,NNP,B-NP,O,O,uranium
Vanadium,NN,B-NP,O,O,vanadium
Ytterbium,NN,B-NP,O,O,ytterbium
Yttrium,NN,B-NP,O,O,yttrium
Yttrium,NN,B-NP,O,O,yttrium
compounds,NNS,I-NP,O,O,compound
Zirconium,NN,B-NP,O,O,zirconium
Compounds,NNS,B-NP,O,O,compound
Bismuth,NNP,B-NP,O,O,bismuth
compounds,NNS,I-NP,O,O,compound
Gallium,NN,B-NP,O,O,gallium
compounds,NNS,I-NP,O,O,compound
Aluminum,NN,B-NP,O,O,aluminum
gallium,NN,I-NP,O,O,gallium
nitride,RB,B-ADVP,O,O,nitride
Gallium,NN,B-NP,O,O,gallium
arsenide,NN,I-NP,O,O,arsenide
Gallium,NN,B-NP,O,O,gallium
nitride,RB,B-ADVP,O,O,nitride
Indium,NN,B-NP,O,O,indium
gallium,NN,I-NP,O,O,gallium
arsenide,NN,I-NP,O,O,arsenide
Indium,NN,B-NP,O,O,indium
gallium,NN,I-NP,O,O,gallium
nitride,RB,B-ADVP,O,O,nitride
Indium,NN,B-NP,O,O,indium
compounds,NNS,I-NP,O,O,compound
Indium,NN,B-NP,O,O,indium
gallium,NN,I-NP,O,O,gallium
arsenide,NN,I-NP,O,O,arsenide
Indium,NN,B-NP,O,O,indium
tin,NN,I-NP,O,O,tin
oxide,NN,I-NP,O,O,oxide
Inorganic,JJ,B-NP,O,O,inorganic
compounds,NNS,I-NP,O,O,compound
Lead,JJ,B-NP,O,O,lead
compounds,NNS,I-NP,O,O,compound
Organic,NNP,B-NP,O,O,organic
compounds,NNS,I-NP,O,O,compound
Carbon,NNP,B-NP,O,O,carbon
compounds,NNS,I-NP,O,O,compound
Organic,NNP,B-NP,O,O,organic
semiconductors,NNS,I-NP,O,O,semiconductor
Volatile,JJ,B-NP,O,O,volatile
organic,JJ,I-NP,O,O,organic
compounds,NNS,I-NP,O,O,compound
Silicon,NNP,B-NP,O,O,silicon
compounds,NNS,I-NP,O,O,compound
Silicides,VBZ,B-VP,O,O,silicide
Silicon,NNP,B-NP,O,O,silicon
carbide,NN,I-NP,O,O,carbide
Silicon,NNP,B-NP,O,O,silicon
nitride,RB,B-ADVP,O,O,nitride
Material,NNP,B-NP,O,O,material
storage,NN,I-NP,O,O,storage
Bulk,NN,B-NP,O,O,bulk
storage,NN,I-NP,O,O,storage
Containers,NNS,B-NP,O,O,container
Freight,NN,B-NP,O,O,freight
containers,NNS,I-NP,O,O,container
Fuel,NNP,B-NP,O,O,fuel
storage,NN,I-NP,O,O,storage
Secure,VB,B-VP,O,VP-1,secure
storage,NN,B-NP,O,NP-OBJ-1,storage
Stacking,VBG,B-VP,O,O,stack
Storage,NNP,B-NP,O,O,storage
automation,NN,I-NP,O,O,automation
Warehousing,NN,B-NP,O,O,warehousing
Water,NNP,B-NP,O,O,water
storage,NN,I-NP,O,O,storage
Reservoirs,NNP,B-NP,O,O,reservoirs
Materials,NNPS,B-NP,O,O,materials
Acoustic,NNP,B-NP,O,O,acoustic
materials,NNS,I-NP,O,O,material
Additives,NNPS,B-NP,O,O,additives
Aggregates,NNS,B-NP,O,O,aggregate
Amorphous,JJ,B-NP,O,O,amorphous
materials,NNS,I-NP,O,O,material
Diamond-like,IN,B-PP,B-PNP,O,diamond-like
carbon,NN,B-NP,I-PNP,O,carbon
Glass,NNP,B-NP,O,O,glass
Auxetic,JJ,B-NP,O,O,auxetic
materials,NNS,I-NP,O,O,material
Biological,JJ,B-NP,O,O,biological
materials,NNS,I-NP,O,O,material
Biomedical,JJ,B-NP,O,O,biomedical
materials,NNS,I-NP,O,O,material
Bioceramics,NNS,B-NP,O,O,bioceramic
Biomembranes,NNS,B-NP,O,O,biomembrane
Building,JJ,B-NP,O,O,building
materials,NNS,I-NP,O,O,material
Asphalt,NN,B-NP,O,O,asphalt
Concrete,NNP,B-NP,O,O,concrete
Floors,NNS,B-NP,O,O,floor
Mortar,NNP,B-NP,O,O,mortar
Tiles,NNS,B-NP,O,O,tile
Windows,NNP,B-NP,O,O,windows
Ceramics,NNPS,B-NP,O,O,ceramics
Porcelain,NN,B-NP,O,O,porcelain
Composite,NNP,B-NP,O,O,composite
materials,NNS,I-NP,O,O,material
