1000;"Multidisciplinary";http://dbpedia.org/resource/Multidisciplinary;
1100;"General Agricultural and Biological Sciences";http://dbpedia.org/resource/Biological_Sciences;
1211;"Philosophy";http://dbpedia.org/resource/Category:Philosophy;http://dbpedia.org/property/philosophy;http://dbpedia.org/resource/Philosophy;
1212;"Religious studies";http://dbpedia.org/resource/Religious_studies;http://dbpedia.org/resource/Category:Religious_studies;
1213;"Visual Arts and Performing Arts";http://dbpedia.org/resource/Category:Visual_Arts;http://dbpedia.org/resource/Visual_Arts;http://dbpedia.org/resource/Performing_Arts;
1300;"General Biochemistry Genetics and Molecular Biology";http://dbpedia.org/resource/Molecular_Biology;
1301;"Biochemistry Genetics and Molecular Biology (miscellaneous)";http://dbpedia.org/resource/Molecular_Biology;
1302;"Ageing";http://dbpedia.org/resource/Category:Ageing;http://dbpedia.org/resource/Ageing;
1303;"Biochemistry";http://dbpedia.org/resource/Biochemistry;http://dbpedia.org/resource/Category:Biochemistry;
1304;"Biophysics";http://dbpedia.org/resource/Biophysics;http://dbpedia.org/resource/Category:Biophysics;
1305;"Biotechnology";http://dbpedia.org/resource/Biotechnology;http://dbpedia.org/resource/Category:Biotechnology;
1306;"Cancer Research";http://dbpedia.org/resource/Cancer_Research;
1307;"Cell Biology";http://dbpedia.org/resource/Cell_Biology;
1308;"Clinical Biochemistry";http://dbpedia.org/resource/Clinical_Biochemistry;
1309;"Developmental Biology";http://dbpedia.org/resource/Developmental_Biology;
1310;"Endocrinology";http://dbpedia.org/resource/Category:Endocrinology;http://dbpedia.org/resource/Endocrinology;
1311;"Genetics";http://dbpedia.org/resource/Category:Genetics;http://dbpedia.org/resource/Genetics;
1312;"Molecular Biology";http://dbpedia.org/resource/Molecular_Biology;
1313;"Molecular Medicine";http://dbpedia.org/resource/Molecular_Medicine;
1314;"Physiology";http://dbpedia.org/resource/Category:Physiology;http://dbpedia.org/resource/Physiology;
1315;"Structural Biology";http://dbpedia.org/resource/Structural_Biology;
1400;"General Business Management and Accounting";http://dbpedia.org/resource/Accounting;http://dbpedia.org/resource/Category:Accounting;
1401;"Business Management and Accounting (miscellaneous)";http://dbpedia.org/resource/Business_Management;http://dbpedia.org/resource/Accounting;http://dbpedia.org/resource/Category:Accounting;
1402;"Accounting";http://dbpedia.org/resource/Accounting;http://dbpedia.org/resource/Category:Accounting;
1403;"Business and International Management";http://dbpedia.org/resource/Business;http://dbpedia.org/resource/Category:Business;
1404;"Management Information Systems";http://dbpedia.org/resource/Management_Information_Systems;
1405;"Management of Technology and Innovation";http://dbpedia.org/resource/Management_of_Technology;http://dbpedia.org/resource/Category:Innovation;http://dbpedia.org/resource/Innovation;
1406;"Marketing";http://dbpedia.org/resource/Category:Marketing;http://dbpedia.org/resource/Marketing;
1407;"Organizational Behavior and Human Resource Management";http://dbpedia.org/resource/Organizational_Behavior;http://dbpedia.org/resource/Human_Resource_Management;
1408;"Strategy and Management";http://dbpedia.org/resource/Category:Strategy;http://dbpedia.org/resource/Strategy;http://dbpedia.org/resource/Category:Management;http://dbpedia.org/resource/Management;
1409;"Tourism Leisure and Hospitality Management";http://dbpedia.org/resource/Hospitality_Management;
1410;"Industrial relations";http://dbpedia.org/resource/Category:Industrial_relations;http://dbpedia.org/resource/Industrial_relations;
1500;"General Chemical Engineering";
1501;"Chemical Engineering (miscellaneous)";http://dbpedia.org/resource/Chemical_Engineering;
1502;"Bioengineering";http://dbpedia.org/resource/Bioengineering;http://dbpedia.org/resource/Category:Bioengineering;
1503;"Catalysis";http://dbpedia.org/resource/Catalysis;http://dbpedia.org/resource/Category:Catalysis;
1504;"Chemical Health and Safety";http://dbpedia.org/resource/Category:Safety;http://dbpedia.org/resource/Safety;
1505;"Colloid and Surface Chemistry";http://dbpedia.org/resource/Colloid;
1506;"Filtration and Separation";http://dbpedia.org/resource/Category:Filtration;http://dbpedia.org/resource/Filtration;http://dbpedia.org/resource/Separation;
1507;"Fluid Flow and Transfer Processes";
1508;"Process Chemistry and Technology";http://dbpedia.org/resource/Category:Technology;http://dbpedia.org/resource/Technology;
1600;"General Chemistry";
1601;"Chemistry (miscellaneous)";http://dbpedia.org/resource/Category:Chemistry;http://dbpedia.org/resource/Chemistry;
1602;"Analytical Chemistry";http://dbpedia.org/resource/Analytical_Chemistry;
1603;"Electrochemistry";http://dbpedia.org/resource/Category:Electrochemistry;http://dbpedia.org/resource/Electrochemistry;
1604;"Inorganic Chemistry";http://dbpedia.org/resource/Inorganic_Chemistry;
1605;"Organic Chemistry";http://dbpedia.org/resource/Organic_Chemistry;
1606;"Physical and Theoretical Chemistry";http://dbpedia.org/resource/Physical;http://dbpedia.org/resource/Theoretical_Chemistry;
1607;"Spectroscopy";http://dbpedia.org/resource/Category:Spectroscopy;http://dbpedia.org/resource/Spectroscopy;
1700;"General Computer Science";
1701;"Computer Science (miscellaneous)";http://dbpedia.org/resource/Category:Computer_Science;http://dbpedia.org/resource/Computer_Science;
1702;"Artificial Intelligence";http://dbpedia.org/resource/Artificial_Intelligence;
1703;"Computational Theory and Mathematics";http://dbpedia.org/resource/Category:Mathematics;http://dbpedia.org/resource/Mathematics;
1704;"Computer Graphics and Computer-Aided Design";http://dbpedia.org/resource/Computer_Graphics;http://dbpedia.org/resource/Computer-Aided_Design;
1705;"Computer Networks and Communications";http://dbpedia.org/resource/Computer_Networks;http://dbpedia.org/resource/Category:Communications;http://dbpedia.org/resource/Communications;
1706;"Computer Science Applications";
1707;"Computer Vision and Pattern Recognition";http://dbpedia.org/resource/Computer_Vision;http://dbpedia.org/resource/Pattern_Recognition;
1708;"Hardware and Architecture";http://dbpedia.org/resource/Hardware;http://dbpedia.org/resource/Category:Architecture;http://dbpedia.org/resource/Architecture;
1709;"Human-Computer Interaction";http://dbpedia.org/resource/Human-Computer_Interaction;
1710;"Information Systems";http://dbpedia.org/resource/Information_Systems;
1711;"Signal Processing";http://dbpedia.org/resource/Signal_Processing;
1712;"Software";http://dbpedia.org/resource/Category:Software;http://dbpedia.org/resource/Software;
1800;"General Decision Sciences";
1801;"Decision Sciences (miscellaneous)";http://dbpedia.org/resource/Decision_Sciences;
1802;"Information Systems and Management";http://dbpedia.org/resource/Information_Systems;http://dbpedia.org/resource/Category:Management;http://dbpedia.org/resource/Management;
1803;"Management Science and Operations Research";http://dbpedia.org/resource/Management_Science;http://dbpedia.org/resource/Operations_Research;
1804;"Statistics Probability and Uncertainty";http://dbpedia.org/resource/Uncertainty;
1900;"General Earth and Planetary Sciences";http://dbpedia.org/resource/Planetary_Sciences;
1901;"Earth and Planetary Sciences (miscellaneous)";http://dbpedia.org/property/earth;http://dbpedia.org/resource/Category:Earth;http://dbpedia.org/resource/Earth;http://dbpedia.org/resource/Planetary_Sciences;
1902;"Atmospheric Science";http://dbpedia.org/resource/Atmospheric_Science;
1903;"Computers in Earth Sciences";
1904;"Earth-Surface Processes";
1905;"Economic Geology";http://dbpedia.org/resource/Economic_Geology;
1906;"Geochemistry and Petrology";http://dbpedia.org/resource/Category:Geochemistry;http://dbpedia.org/resource/Geochemistry;http://dbpedia.org/resource/Category:Petrology;http://dbpedia.org/resource/Petrology;
1907;"Geology";http://dbpedia.org/resource/Category:Geology;http://dbpedia.org/resource/Geology;
1908;"Geophysics";http://dbpedia.org/resource/Geophysics;http://dbpedia.org/resource/Category:Geophysics;
1909;"Geotechnical Engineering and Engineering Geology";http://dbpedia.org/resource/Geotechnical_Engineering;http://dbpedia.org/resource/Engineering_Geology;
1910;"Oceanography";http://dbpedia.org/resource/Oceanography;http://dbpedia.org/resource/Category:Oceanography;
1911;"Palaeontology";http://dbpedia.org/resource/Category:Palaeontology;http://dbpedia.org/resource/Palaeontology;
1912;"Space and Planetary Science";http://dbpedia.org/resource/Category:Space;http://dbpedia.org/resource/Space;http://dbpedia.org/resource/Planetary_Science;
1913;"Stratigraphy";http://dbpedia.org/resource/Stratigraphy;http://dbpedia.org/resource/Category:Stratigraphy;
2000;"General Economics Econometrics and Finance";http://dbpedia.org/resource/Category:Finance;http://dbpedia.org/resource/Finance;http://dbpedia.org/property/finance;
2001;"Economics Econometrics and Finance (miscellaneous)";http://dbpedia.org/resource/Category:Finance;http://dbpedia.org/resource/Finance;http://dbpedia.org/property/finance;
2002;"Economics and Econometrics";http://dbpedia.org/resource/Category:Economics;http://dbpedia.org/resource/Economics;http://dbpedia.org/resource/Category:Econometrics;http://dbpedia.org/resource/Econometrics;
2003;"Finance";http://dbpedia.org/resource/Category:Finance;http://dbpedia.org/resource/Finance;http://dbpedia.org/property/finance;
2100;"General Energy";
2101;"Energy (miscellaneous)";http://dbpedia.org/datatype/Energy;http://dbpedia.org/resource/Category:Energy;http://dbpedia.org/resource/Energy;http://dbpedia.org/property/energy;
2102;"Energy Engineering and Power Technology";http://dbpedia.org/resource/Category:Energy_Engineering;http://dbpedia.org/resource/Energy_Engineering;
2103;"Fuel Technology";
2104;"Nuclear Energy and Engineering";http://dbpedia.org/resource/Nuclear_Energy;http://dbpedia.org/resource/Category:Engineering;http://dbpedia.org/resource/Engineering;
2105;"Renewable Energy Sustainability and the Environment";
2200;"General Engineering";
2201;"Engineering (miscellaneous)";http://dbpedia.org/resource/Category:Engineering;http://dbpedia.org/resource/Engineering;
2202;"Aerospace Engineering";http://dbpedia.org/resource/Aerospace_Engineering;
2203;"Automotive Engineering";http://dbpedia.org/resource/Automotive_Engineering;
2204;"Biomedical Engineering";http://dbpedia.org/resource/Biomedical_Engineering;
2205;"Civil and Structural Engineering";http://dbpedia.org/resource/Civil;http://dbpedia.org/resource/Structural_Engineering;
2206;"Computational Mechanics";
2207;"Control and Systems Engineering";http://dbpedia.org/resource/Control;http://dbpedia.org/property/control;http://dbpedia.org/resource/Systems_Engineering;http://dbpedia.org/resource/Category:Systems_Engineering;
2208;"Electrical and Electronic Engineering";http://dbpedia.org/resource/Electrical_and_Electronic_Engineering;
2209;"Industrial and Manufacturing Engineering";http://dbpedia.org/resource/Industrial;http://dbpedia.org/resource/Manufacturing_Engineering;
2210;"Mechanical Engineering";http://dbpedia.org/resource/Mechanical_Engineering;
2211;"Mechanics of Materials";
2212;"Ocean Engineering";http://dbpedia.org/resource/Ocean_Engineering;
2213;"Safety Risk Reliability and Quality";http://dbpedia.org/resource/Category:Quality;http://dbpedia.org/resource/Quality;
2214;"Media Technology";http://dbpedia.org/resource/Media_Technology;http://dbpedia.org/resource/Category:Media_Technology;
2215;"Building and Construction";http://dbpedia.org/resource/Building;http://dbpedia.org/resource/Category:Building;http://dbpedia.org/resource/Category:Construction;http://dbpedia.org/resource/Construction;
2216;"Architecture";http://dbpedia.org/resource/Category:Architecture;http://dbpedia.org/resource/Architecture;
2300;"General Environmental Science";
2301;"Environmental Science (miscellaneous)";http://dbpedia.org/resource/Environmental_Science;
2302;"Ecological Modelling";
2303;"Ecology";http://dbpedia.org/resource/Category:Ecology;http://dbpedia.org/resource/Ecology;
2304;"Environmental Chemistry";
2305;"Environmental Engineering";http://dbpedia.org/resource/Environmental_Engineering;
2306;"Global and Planetary Change";http://dbpedia.org/resource/Global_and_Planetary_Change;
2307;"Health Toxicology and Mutagenesis";http://dbpedia.org/resource/Category:Mutagenesis;http://dbpedia.org/resource/Mutagenesis;
2308;"Management Monitoring Policy and Law";http://dbpedia.org/resource/Category:Law;http://dbpedia.org/resource/Law;
2309;"Nature and Landscape Conservation";http://dbpedia.org/resource/Category:Nature;http://dbpedia.org/resource/Nature;http://dbpedia.org/property/nature;
2310;"Pollution";http://dbpedia.org/property/pollution;http://dbpedia.org/resource/Category:Pollution;http://dbpedia.org/resource/Pollution;
2311;"Waste Management and Disposal";http://dbpedia.org/resource/Waste_Management;http://dbpedia.org/resource/Disposal;
2312;"Water Science and Technology";http://dbpedia.org/resource/Water_Science_and_Technology;
2400;"General Immunology and Microbiology";http://dbpedia.org/resource/Category:Microbiology;http://dbpedia.org/resource/Microbiology;
2401;"Immunology and Microbiology (miscellaneous) ";http://dbpedia.org/resource/Category:Immunology;http://dbpedia.org/resource/Immunology;
2402;"Applied Microbiology and Biotechnology";http://dbpedia.org/resource/Applied_Microbiology_and_Biotechnology;
2403;"Immunology";http://dbpedia.org/resource/Category:Immunology;http://dbpedia.org/resource/Immunology;
2404;"Microbiology";http://dbpedia.org/resource/Category:Microbiology;http://dbpedia.org/resource/Microbiology;
2405;"Parasitology";http://dbpedia.org/resource/Category:Parasitology;http://dbpedia.org/resource/Parasitology;
2406;"Virology";http://dbpedia.org/resource/Virology;http://dbpedia.org/resource/Category:Virology;
2500;"General Materials Science";
2501;"Materials Science (miscellaneous)";http://dbpedia.org/resource/Materials_Science;
2502;"Biomaterials";http://dbpedia.org/resource/Category:Biomaterials;http://dbpedia.org/resource/Biomaterials;
2503;"Ceramics and Composites";http://dbpedia.org/resource/Category:Ceramics;http://dbpedia.org/resource/Ceramics;http://dbpedia.org/resource/Composites;
2504;"Electronic Optical and Magnetic Materials";
2505;"Materials Chemistry";http://dbpedia.org/resource/Materials_Chemistry;
2506;"Metals and Alloys";http://dbpedia.org/resource/Category:Metals;http://dbpedia.org/resource/Metals;http://dbpedia.org/resource/Category:Alloys;http://dbpedia.org/resource/Alloys;
2507;"Polymers and Plastics";http://dbpedia.org/resource/Polymers;http://dbpedia.org/resource/Category:Polymers;http://dbpedia.org/resource/Category:Plastics;http://dbpedia.org/resource/Plastics;
2508;"Surfaces Coatings and Films";http://dbpedia.org/resource/Category:Films;http://dbpedia.org/resource/Films;
2600;"General Mathematics";
2601;"Mathematics (miscellaneous)";http://dbpedia.org/resource/Category:Mathematics;http://dbpedia.org/resource/Mathematics;
2602;"Algebra and Number Theory";http://dbpedia.org/resource/Algebra_and_Number_Theory;
2603;"Analysis";http://dbpedia.org/resource/Analysis;http://dbpedia.org/resource/Category:Analysis;
2604;"Applied Mathematics";http://dbpedia.org/resource/Applied_Mathematics;
2605;"Computational Mathematics";http://dbpedia.org/resource/Computational_Mathematics;
2606;"Control and Optimization";http://dbpedia.org/resource/Control;http://dbpedia.org/property/control;http://dbpedia.org/resource/Category:Optimization;http://dbpedia.org/resource/Optimization;
2607;"Discrete Mathematics and Combinatorics";http://dbpedia.org/resource/Discrete_Mathematics;http://dbpedia.org/resource/Category:Combinatorics;http://dbpedia.org/resource/Combinatorics;
2608;"Geometry and Topology";http://dbpedia.org/resource/Geometry_and_Topology;
2609;"Logic";http://dbpedia.org/resource/Category:Logic;http://dbpedia.org/resource/Logic;
2610;"Mathematical Physics";http://dbpedia.org/resource/Mathematical_Physics;
2611;"Modelling and Simulation";http://dbpedia.org/resource/Modelling;http://dbpedia.org/resource/Category:Simulation;http://dbpedia.org/resource/Simulation;
2612;"Numerical Analysis";http://dbpedia.org/resource/Numerical_Analysis;
2613;"Statistics and Probability";http://dbpedia.org/resource/Category:Statistics;http://dbpedia.org/resource/Statistics;http://dbpedia.org/resource/Category:Probability;http://dbpedia.org/resource/Probability;
2614;"Theoretical Computer Science";http://dbpedia.org/resource/Theoretical_Computer_Science;
2700;"General Medicine";http://dbpedia.org/resource/General_Medicine;
2701;"Medicine (miscellaneous)";http://dbpedia.org/ontology/Medicine;http://dbpedia.org/resource/Category:Medicine;http://dbpedia.org/resource/Medicine;
2702;"Anatomy";http://dbpedia.org/resource/Anatomy;http://dbpedia.org/resource/Category:Anatomy;
2703;"Anesthesiology and Pain Medicine";http://dbpedia.org/resource/Anesthesiology;http://dbpedia.org/resource/Pain_Medicine;
2704;"Biochemistry medical";
2705;"Cardiology and Cardiovascular Medicine";http://dbpedia.org/resource/Cardiology;http://dbpedia.org/resource/Category:Cardiology;
2706;"Critical Care and Intensive Care Medicine";http://dbpedia.org/resource/Critical_Care;http://dbpedia.org/resource/Intensive_Care_Medicine;
2707;"Complementary and alternative medicine";http://dbpedia.org/resource/Complementary_and_alternative_medicine;
2708;"Dermatology";http://dbpedia.org/resource/Category:Dermatology;http://dbpedia.org/resource/Dermatology;
2709;"Drug guides";
2710;"Embryology";http://dbpedia.org/resource/Category:Embryology;http://dbpedia.org/resource/Embryology;
2711;"Emergency Medicine";http://dbpedia.org/resource/Emergency_Medicine;
2712;"Endocrinology Diabetes and Metabolism";http://dbpedia.org/resource/Category:Metabolism;http://dbpedia.org/resource/Metabolism;
2713;"Epidemiology";http://dbpedia.org/resource/Category:Epidemiology;http://dbpedia.org/resource/Epidemiology;
2714;"Family Practice";http://dbpedia.org/resource/Family_Practice;
2715;"Gastroenterology";http://dbpedia.org/resource/Category:Gastroenterology;http://dbpedia.org/resource/Gastroenterology;
2716;"Genetics(clinical)";
2717;"Geriatrics and Gerontology";http://dbpedia.org/resource/Category:Geriatrics;http://dbpedia.org/resource/Geriatrics;http://dbpedia.org/resource/Category:Gerontology;http://dbpedia.org/resource/Gerontology;
2718;"Health Informatics";http://dbpedia.org/resource/Health_Informatics;
2719;"Health Policy";http://dbpedia.org/resource/Health_Policy;
2720;"Hematology";http://dbpedia.org/resource/Category:Hematology;http://dbpedia.org/resource/Hematology;
2721;"Hepatology";http://dbpedia.org/resource/Hepatology;http://dbpedia.org/resource/Category:Hepatology;
2722;"Histology";http://dbpedia.org/resource/Category:Histology;http://dbpedia.org/resource/Histology;
2723;"Immunology and Allergy";http://dbpedia.org/resource/Category:Immunology;http://dbpedia.org/resource/Immunology;http://dbpedia.org/resource/Allergy;http://dbpedia.org/resource/Category:Allergy;
2724;"Internal Medicine";http://dbpedia.org/resource/Internal_Medicine;
2725;"Infectious Diseases";http://dbpedia.org/resource/Infectious_Diseases;
2726;"Microbiology (medical)";
2727;"Nephrology";http://dbpedia.org/resource/Category:Nephrology;http://dbpedia.org/resource/Nephrology;
2728;"Clinical Neurology";
2729;"Obstetrics and Gynaecology";http://dbpedia.org/resource/Obstetrics_and_Gynaecology;
2730;"Oncology";http://dbpedia.org/resource/Oncology;http://dbpedia.org/resource/Category:Oncology;
2731;"Ophthalmology";http://dbpedia.org/resource/Category:Ophthalmology;http://dbpedia.org/resource/Ophthalmology;
2732;"Orthopedics and Sports Medicine";http://dbpedia.org/resource/Orthopedics;http://dbpedia.org/resource/Category:Orthopedics;http://dbpedia.org/resource/Sports_Medicine;
2733;"Otorhinolaryngology";http://dbpedia.org/resource/Category:Otorhinolaryngology;http://dbpedia.org/resource/Otorhinolaryngology;
2734;"Pathology and Forensic Medicine";http://dbpedia.org/resource/Pathology;http://dbpedia.org/resource/Category:Pathology;http://dbpedia.org/resource/Forensic_Medicine;
2735;"Pediatrics Perinatology and Child Health";http://dbpedia.org/resource/Child_Health;
2736;"Pharmacology (medical)";
2737;"Physiology (medical)";
2738;"Psychiatry and Mental health";http://dbpedia.org/resource/Category:Psychiatry;http://dbpedia.org/resource/Psychiatry;http://dbpedia.org/resource/Category:Mental_health;http://dbpedia.org/resource/Mental_health;
2739;"Public Health Environmental and Occupational Health";http://dbpedia.org/resource/Occupational_Health;
2740;"Pulmonary and Respiratory Medicine";http://dbpedia.org/resource/Pulmonary;http://dbpedia.org/resource/Respiratory_Medicine;
2741;"Radiology Nuclear Medicine and imaging";http://dbpedia.org/property/imaging;
2742;"Rehabilitation";http://dbpedia.org/resource/Rehabilitation;
2743;"Reproductive Medicine";http://dbpedia.org/resource/Reproductive_Medicine;
2744;"Reviews and References Medical";http://dbpedia.org/property/reviews;http://dbpedia.org/resource/Reviews;
2745;"Rheumatology";http://dbpedia.org/resource/Category:Rheumatology;http://dbpedia.org/resource/Rheumatology;
2746;"Surgery";http://dbpedia.org/resource/Category:Surgery;http://dbpedia.org/resource/Surgery;
2747;"Transplantation";http://dbpedia.org/resource/Transplantation;
2748;"Urology";http://dbpedia.org/resource/Category:Urology;http://dbpedia.org/resource/Urology;
2800;"General Neuroscience";
2801;"Neuroscience (miscellaneous)";http://dbpedia.org/resource/Category:Neuroscience;http://dbpedia.org/resource/Neuroscience;
2802;"Behavioral Neuroscience";http://dbpedia.org/resource/Behavioral_Neuroscience;
2803;"Biological Psychiatry";http://dbpedia.org/resource/Biological_Psychiatry;
2804;"Cellular and Molecular Neuroscience";http://dbpedia.org/resource/Cellular;http://dbpedia.org/resource/Molecular_Neuroscience;
2805;"Cognitive Neuroscience";http://dbpedia.org/resource/Cognitive_Neuroscience;
2806;"Developmental Neuroscience";http://dbpedia.org/resource/Developmental_Neuroscience;
2807;"Endocrine and Autonomic Systems";http://dbpedia.org/resource/Endocrine;http://dbpedia.org/resource/Autonomic_Systems;
2808;"Neurology";http://dbpedia.org/resource/Category:Neurology;http://dbpedia.org/resource/Neurology;
2809;"Sensory Systems";
2900;"General Nursing";
2901;"Nursing (miscellaneous)";http://dbpedia.org/resource/Category:Nursing;http://dbpedia.org/resource/Nursing;
2902;"Advanced and Specialised Nursing";
2903;"Assessment and Diagnosis";http://dbpedia.org/resource/Assessment;http://dbpedia.org/resource/Diagnosis;
2904;"Care Planning";
2905;"Community and Home Care";http://dbpedia.org/ontology/Community;http://dbpedia.org/resource/Category:Community;http://dbpedia.org/resource/Community;http://dbpedia.org/resource/Home_Care;
2906;"Critical Care";http://dbpedia.org/resource/Critical_Care;
2907;"Emergency";http://dbpedia.org/resource/Emergency;http://dbpedia.org/property/emergency;
2908;"Fundamentals and skills";http://dbpedia.org/resource/Fundamentals;http://dbpedia.org/ontology/skills;http://dbpedia.org/property/skills;
2909;"Gerontology";http://dbpedia.org/resource/Category:Gerontology;http://dbpedia.org/resource/Gerontology;
2910;"Issues ethics and legal aspects";
2911;"Leadership and Management";http://dbpedia.org/resource/Category:Leadership;http://dbpedia.org/resource/Leadership;http://dbpedia.org/resource/Category:Management;http://dbpedia.org/resource/Management;
2912;"LPN and LVN";http://dbpedia.org/resource/LPN;http://dbpedia.org/resource/LVN;
2913;"Maternity and Midwifery";http://dbpedia.org/resource/Maternity;http://dbpedia.org/resource/Category:Midwifery;http://dbpedia.org/resource/Midwifery;
2914;"Medical–Surgical";
2915;"Nurse Assisting";
2916;"Nutrition and Dietetics";http://dbpedia.org/resource/Category:Nutrition;http://dbpedia.org/resource/Nutrition;http://dbpedia.org/resource/Category:Dietetics;http://dbpedia.org/resource/Dietetics;
2917;"Oncology(nursing)";
2919;"Pediatrics";http://dbpedia.org/resource/Category:Pediatrics;http://dbpedia.org/resource/Pediatrics;
2920;"Pharmacology (nursing)";
2921;"Phychiatric Mental Health";
2922;"Research and Theory";http://dbpedia.org/resource/Category:Research;http://dbpedia.org/resource/Research;http://dbpedia.org/property/research;http://dbpedia.org/resource/Theory;
2923;"Review and Exam Preparation";http://dbpedia.org/resource/Review;
3000;"General Pharmacology Toxicology and Pharmaceutics";http://dbpedia.org/resource/Pharmaceutics;http://dbpedia.org/resource/Category:Pharmaceutics;
3001;"Pharmacology Toxicology and Pharmaceutics (miscellaneous)";http://dbpedia.org/resource/Pharmaceutics;http://dbpedia.org/resource/Category:Pharmaceutics;
3002;"Drug Discovery";http://dbpedia.org/resource/Drug_Discovery;
3003;"Pharmaceutical Science";http://dbpedia.org/resource/Pharmaceutical_Science;
3004;"Pharmacology";http://dbpedia.org/resource/Category:Pharmacology;http://dbpedia.org/resource/Pharmacology;
3005;"Toxicology";http://dbpedia.org/resource/Toxicology;http://dbpedia.org/resource/Category:Toxicology;
3100;"General Physics and Astronomy";http://dbpedia.org/resource/Astronomy;http://dbpedia.org/resource/Category:Astronomy;
3101;"Physics and Astronomy (miscellaneous)";http://dbpedia.org/resource/Category:Physics;http://dbpedia.org/resource/Physics;http://dbpedia.org/resource/Astronomy;http://dbpedia.org/resource/Category:Astronomy;
3102;"Acoustics and Ultrasonics";http://dbpedia.org/resource/Acoustics;http://dbpedia.org/resource/Category:Acoustics;http://dbpedia.org/resource/Ultrasonics;
3103;"Astronomy and Astrophysics";http://dbpedia.org/resource/Astronomy_and_Astrophysics;
3104;"Condensed Matter Physics";http://dbpedia.org/resource/Condensed_Matter_Physics;
3105;"Instrumentation";http://dbpedia.org/resource/Instrumentation;http://dbpedia.org/property/instrumentation;
3106;"Nuclear and High Energy Physics";http://dbpedia.org/resource/Nuclear;http://dbpedia.org/resource/High_Energy_Physics;
3107;"Atomic and Molecular Physics and Optics";http://dbpedia.org/resource/Atomic;http://dbpedia.org/resource/Category:Optics;http://dbpedia.org/resource/Optics;
3108;"Radiation";http://dbpedia.org/resource/Category:Radiation;http://dbpedia.org/resource/Radiation;
3109;"Statistical and Nonlinear Physics";http://dbpedia.org/resource/Statistical;
3110;"Surfaces and Interfaces";http://dbpedia.org/resource/Category:Surfaces;http://dbpedia.org/resource/Surfaces;http://dbpedia.org/resource/Category:Interfaces;http://dbpedia.org/resource/Interfaces;
3200;"General Psychology";
3201;"Psychology (miscellaneous)";http://dbpedia.org/resource/Category:Psychology;http://dbpedia.org/resource/Psychology;
3202;"Applied Psychology";http://dbpedia.org/resource/Applied_Psychology;
3203;"Clinical Psychology";http://dbpedia.org/resource/Clinical_Psychology;
3204;"Developmental and Educational Psychology";http://dbpedia.org/resource/Developmental;http://dbpedia.org/resource/Educational_Psychology;
3205;"Experimental and Cognitive Psychology";http://dbpedia.org/resource/Experimental;http://dbpedia.org/resource/Cognitive_Psychology;
3206;"Neuropsychology and Physiological Psychology";http://dbpedia.org/resource/Category:Neuropsychology;http://dbpedia.org/resource/Neuropsychology;http://dbpedia.org/resource/Physiological_Psychology;
3207;"Social Psychology";http://dbpedia.org/resource/Social_Psychology;
3300;"General Social Sciences";
